Id	Categories	Description
ENOG410ZI1W	S	NA
ENOG410ZI1Y	S	Protein of unknown function (DUF1059)
ENOG410ZI20	S	NA
ENOG410ZI21	S	NA
ENOG410ZI22	L	Integrase core domain
ENOG410ZI23	S	rieske (2fe-2S) domain
ENOG410ZI24	S	HAD-superfamily hydrolase subfamily IA, variant 3
ENOG410ZI25	S	NA
ENOG410ZI26	S	THAP domain
ENOG410ZI27	U	Prokaryotic N-terminal methylation motif
ENOG410ZI29	S	NA
ENOG410ZI2D	S	NA
ENOG410ZI2E	S	NA
ENOG410ZI2F	N	Flagellar biogenesis protein
ENOG410ZI2G	S	NA
ENOG410ZI2I	S	iduronate-2-sulfatase
ENOG410ZI2J	S	O-Antigen polymerase
ENOG410ZI2K	N	flagellar protein FlaG protein
ENOG410ZI2M	S	Pfam:DUF1078
ENOG410ZI2N	S	Uncharacterized conserved protein (DUF2249)
ENOG410ZI2Q	K	SpoVT_AbrB
ENOG410ZI2U	S	NA
ENOG410ZI2V	S	MAPEG family
ENOG410ZI2X	S	Rab GTPase activator activity
ENOG410ZI2Y	S	NA
ENOG410ZI2Z	S	IPT/TIG domain
ENOG410ZI30	S	UbiA prenyltransferase family
ENOG410ZI31	S	glutamate--cysteine ligase
ENOG410ZI33	S	Uncharacterized protein conserved in bacteria (DUF2065)
ENOG410ZI34	S	Transport-associated
ENOG410ZI35	S	Peptidase inhibitor I78 family
ENOG410ZI36	S	NA
ENOG410ZI37	S	NA
ENOG410ZI39	V	Hnh endonuclease
ENOG410ZI3A	S	NA
ENOG410ZI3B	S	thiamineS protein
ENOG410ZI3C	S	Uncharacterised protein family (UPF0175)
ENOG410ZI3D	S	Protein of unknown function (DUF423)
ENOG410ZI3E	S	Pfam:DUF304
ENOG410ZI3F	S	Protein of unknown function (DUF1018)
ENOG410ZI3G	S	O-Antigen Polymerase
ENOG410ZI3H	S	RDD family
ENOG410ZI3I	S	NA
ENOG410ZI3J	S	Lipase (class 3)
ENOG410ZI3K	O	Zn-dependent protease
ENOG410ZI3N	L	Pfam:Transposase_8
ENOG410ZI3Q	S	NA
ENOG410ZI3S	M	Carrier of the growing fatty acid chain in fatty acid biosynthesis (By similarity)
ENOG410ZI3T	S	NA
ENOG410ZI3U	S	Pentapeptide repeats (8 copies)
ENOG410ZI3V	K	Phage transcriptional regulator, AlpA
ENOG410ZI3W	K	Tetr family transcriptional regulator
ENOG410ZI3X	S	NA
ENOG410ZI40	S	Protein of unknown function (DUF2905)
ENOG410ZI41	S	Protein of unknown function (DUF2582)
ENOG410ZI42	S	Inhibits all the catalytic activities of DNA gyrase by preventing its interaction with DNA. Acts by binding directly to the C-terminal domain of GyrB, which probably disrupts DNA binding by the gyrase (By similarity)
ENOG410ZI43	N	Flagellar assembly protein Flih
ENOG410ZI44	N	flagellar
ENOG410ZI45	T	Anti-sigma-28 factor
ENOG410ZI46	S	OmpA-like transmembrane domain
ENOG410ZI47	S	NA
ENOG410ZI48	S	NA
ENOG410ZI49	C	NA
ENOG410ZI4B	J	30S ribosomal protein S21
ENOG410ZI4C	S	NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)
ENOG410ZI4D	S	NA
ENOG410ZI4E	U	Flp Fap pilin component
ENOG410ZI4G	S	Transporter Permease Protein
ENOG410ZI4H	S	fg-gap repeat protein
ENOG410ZI4J	S	Plasma membrane protein involved in salt tolerance
ENOG410ZI4K	S	NA
ENOG410ZI4M	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity)
ENOG410ZI4N	S	calcium channel, voltage-dependent, T type, alpha 1H subunit
ENOG410ZI4R	S	NA
ENOG410ZI4S	H	moaD family
ENOG410ZI4T	S	Rhomboid family
ENOG410ZI4U	S	NA
ENOG410ZI4V	S	NA
ENOG410ZI4W	S	NA
ENOG410ZI4X	S	NA
ENOG410ZI4Y	S	NA
ENOG410ZI4Z	S	NA
ENOG410ZI51	H	ThiS family
ENOG410ZI54	C	Copper binding proteins, plastocyanin/azurin family
ENOG410ZI55	S	PbH1
ENOG410ZI58	S	NA
ENOG410ZI5B	S	Juvenile hormone-inducible protein
ENOG410ZI5D	S	Protein of unknown function (DUF1049)
ENOG410ZI5E	S	NA
ENOG410ZI5F	U	Peptidase S24-like
ENOG410ZI5H	S	Membrane
ENOG410ZI5J	C	Cytochrome c
ENOG410ZI5K	S	NA
ENOG410ZI5M	P	FeoA domain
ENOG410ZI5P	S	NA
ENOG410ZI5Q	S	NA
ENOG410ZI5S	S	NA
ENOG410ZI5T	S	WD40-like Beta Propeller Repeat
ENOG410ZI5U	S	NA
ENOG410ZI5V	S	Bacterial protein of unknown function (DUF883)
ENOG410ZI5W	T	Anti sigma-E protein
ENOG410ZI5X	S	Tetratricopeptide repeat
ENOG410ZI5Y	S	Pfam:DUF646
ENOG410ZI5Z	S	NA
ENOG410ZI60	S	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
ENOG410ZI61	V	Type II site-specific deoxyribonuclease
ENOG410ZI64	S	Pfam:Chagasin_I42
ENOG410ZI67	S	NA
ENOG410ZI68	S	Pfam:DUF2078
ENOG410ZI69	C	NA
ENOG410ZI6A	S	Universal stress protein family
ENOG410ZI6B	S	NA
ENOG410ZI6C	S	NA
ENOG410ZI6D	S	NA
ENOG410ZI6F	P	heavy metal transport detoxification protein
ENOG410ZI6H	O	R-spondin 2
ENOG410ZI6J	S	NA
ENOG410ZI6K	S	Regulatory protein, FmdB family
ENOG410ZI6N	J	50S ribosomal protein L30
ENOG410ZI6Q	S	filamentation induced by cAMP protein fic
ENOG410ZI6R	S	NA
ENOG410ZI6U	S	Uncharacterised conserved protein (DUF2373)
ENOG410ZI6W	S	DUF218 domain
ENOG410ZI6X	S	NA
ENOG410ZI6Z	S	kiaa1324
ENOG410ZI71	S	YcfA-like protein
ENOG410ZI72	S	NA
ENOG410ZI75	S	NA
ENOG410ZI76	S	NA
ENOG410ZI77	O	AhpC/TSA family
ENOG410ZI7A	S	NA
ENOG410ZI7B	S	NA
ENOG410ZI7C	D	This protein is a component of the reaction center of photosystem II (By similarity)
ENOG410ZI7D	S	Baseplate Assembly
ENOG410ZI7G	S	domain protein
ENOG410ZI7I	S	Sporulation domain-containing protein
ENOG410ZI7J	S	MULE transposase domain
ENOG410ZI7K	S	Predicted membrane protein (DUF2157)
ENOG410ZI7M	S	NA
ENOG410ZI7P	S	NA
ENOG410ZI7Q	S	NA
ENOG410ZI7R	S	Ribosomal protein L7/L12 C-terminal domain
ENOG410ZI7S	S	NA
ENOG410ZI7W	C	NA
ENOG410ZI7X	S	NA
ENOG410ZI7Y	S	NA
ENOG410ZI7Z	S	Regulatory protein, FmdB family
ENOG410ZI81	B	NA
ENOG410ZI84	S	TadE family
ENOG410ZI85	S	Pfam:DUF820
ENOG410ZI86	S	NA
ENOG410ZI87	S	NA
ENOG410ZI89	S	Ragb susd domain-containing protein
ENOG410ZI8A	S	NA
ENOG410ZI8B	S	NA
ENOG410ZI8C	U	secretory protein
ENOG410ZI8D	M	outer membrane chaperone Skp (OmpH)
ENOG410ZI8F	S	Vanz family
ENOG410ZI8J	K	Transcriptional regulator, TetR family
ENOG410ZI8M	S	Zinc-finger of the MIZ type in Nse subunit
ENOG410ZI8N	U	Heme exporter protein D (CcmD)
ENOG410ZI8P	S	ubiE/COQ5 methyltransferase family
ENOG410ZI8Q	T	Toxic component of a toxin-antitoxin (TA) module (By similarity)
ENOG410ZI8R	S	Plasmid stabilisation system protein
ENOG410ZI8U	S	Phosphotransferase enzyme family
ENOG410ZI8V	M	O-Antigen Polymerase
ENOG410ZI8W	S	PEP-CTERM motif
ENOG410ZI8X	S	NUDIX domain
ENOG410ZI8Y	S	CxxC_CXXC_SSSS
ENOG410ZI8Z	M	O-Antigen Polymerase
ENOG410ZI91	S	NA
ENOG410ZI92	S	Ankyrin repeat and MYND domain containing 1
ENOG410ZI93	S	secreted protein
ENOG410ZI94	S	LysM
ENOG410ZI96	S	Pfam:UPF0057
ENOG410ZI97	S	NA
ENOG410ZI98	S	NA
ENOG410ZI99	S	Protein of unknown function (DUF721)
ENOG410ZI9A	S	SUN domain protein (Adg3)
ENOG410ZI9C	S	Protein of unknown function (DUF3293)
ENOG410ZI9F	S	DUF218 domain
ENOG410ZI9G	S	NA
ENOG410ZI9H	K	Transcriptional regulator
ENOG410ZI9I	S	Sporulation related domain
ENOG410ZI9J	S	Poly (ADP-ribose) polymerase family, member
ENOG410ZI9K	S	NA
ENOG410ZI9M	U	Fimbrial assembly protein (PilN)
ENOG410ZI9N	S	Probable cobalt transporter subunit (CbtB)
ENOG410ZI9Q	S	2-oxoglutarate and iron-dependent oxygenase domain containing 3
ENOG410ZI9R	S	NA
ENOG410ZI9S	N	flagellar assembly protein Flih
ENOG410ZI9T	S	NA
ENOG410ZI9U	S	NA
ENOG410ZI9V	S	NA
ENOG410ZI9W	S	NA
ENOG410ZI9X	S	Yip1 domain
ENOG410ZI9Y	S	LysM
ENOG410ZIA0	S	Protein of unknown function (DUF721)
ENOG410ZIA1	S	ANK
ENOG410ZIA2	O	copper chaperone
ENOG410ZIA4	K	Transcriptional regulator
ENOG410ZIA5	U	type IV pilus biogenesis protein
ENOG410ZIA6	D	Pfam:PhdYeFM
ENOG410ZIA7	S	NA
ENOG410ZIA8	S	Ser Thr phosphatase family protein
ENOG410ZIA9	S	Protein of unknown function (DUF2892)
ENOG410ZIAA	S	NA
ENOG410ZIAC	T	Serine threonine kinase
ENOG410ZIAD	U	NA
ENOG410ZIAE	S	NA
ENOG410ZIAG	O	Pfam:DUF255
ENOG410ZIAH	U	Flp Fap pilin component
ENOG410ZIAI	S	Protein of unknown function (DUF2798)
ENOG410ZIAJ	S	VanZ like protein
ENOG410ZIAK	S	NA
ENOG410ZIAM	S	NA
ENOG410ZIAR	S	Rhomboid family
ENOG410ZIAT	S	PilT protein domain protein
ENOG410ZIAU	S	NA
ENOG410ZIAY	M	NA
ENOG410ZIAZ	S	NA
ENOG410ZIB0	C	Membrane-bound dehydrogenase domain protein
ENOG410ZIB1	S	NA
ENOG410ZIB2	S	NA
ENOG410ZIB5	S	NA
ENOG410ZIB6	S	Pfam:DUF2078
ENOG410ZIB7	S	NA
ENOG410ZIB9	S	Pfam:DUF2078
ENOG410ZIBA	S	phiRv2 prophage protein
ENOG410ZIBC	S	NA
ENOG410ZIBD	L	DNA binding domain protein, excisionase family
ENOG410ZIBE	C	H transporting two-sector ATPase E subunit
ENOG410ZIBF	S	NA
ENOG410ZIBG	S	NA
ENOG410ZIBH	S	NA
ENOG410ZIBJ	S	Pfam:DUF2134
ENOG410ZIBK	S	NA
ENOG410ZIBN	S	NA
ENOG410ZIBP	S	Regulatory protein, FmdB family
ENOG410ZIBQ	S	NA
ENOG410ZIBS	S	Uncharacterised protein family (UPF0158)
ENOG410ZIBT	S	Tetratricopeptide repeat
ENOG410ZIBU	S	NA
ENOG410ZIBV	S	NA
ENOG410ZIBW	S	NA
ENOG410ZIBX	S	NA
ENOG410ZIBY	S	Plasmid stabilization system
ENOG410ZIBZ	S	NA
ENOG410ZIC0	S	NA
ENOG410ZIC2	S	Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division (By similarity)
ENOG410ZIC5	S	Sulfite exporter TauE/SafE
ENOG410ZIC6	N	FlaG protein
ENOG410ZIC8	S	Bacteriophage protein
ENOG410ZIC9	S	NA
ENOG410ZICA	S	Protein of unknown function (DUF2474)
ENOG410ZICC	S	NA
ENOG410ZICD	M	Capsular Polysaccharide
ENOG410ZICE	S	Protein of unknown function (DUF2884)
ENOG410ZICH	S	BolA family
ENOG410ZICI	S	NA
ENOG410ZICJ	S	Oxidoreductase domain protein
ENOG410ZICK	S	Rubrerythrin
ENOG410ZICM	S	Hpt domain
ENOG410ZICN	S	Protein of unknown function (DUF2283)
ENOG410ZICP	L	transposase
ENOG410ZICQ	S	NA
ENOG410ZICV	S	NA
ENOG410ZICW	S	NA
ENOG410ZICY	C	Lyase and sodium transporter (By similarity)
ENOG410ZID0	S	NA
ENOG410ZID1	L	transposase IS3 IS911 family protein
ENOG410ZID3	K	Transcriptional regulator, TraR DksA family
ENOG410ZID4	S	NA
ENOG410ZID5	S	Rod binding protein
ENOG410ZID6	S	NA
ENOG410ZID9	S	NA
ENOG410ZIDA	U	Prokaryotic N-terminal methylation motif
ENOG410ZIDB	S	NA
ENOG410ZIDD	S	NA
ENOG410ZIDE	N	Flagellar FliJ protein
ENOG410ZIDF	S	Peptidase propeptide and YPEB domain
ENOG410ZIDG	P	heavy metal transport detoxification protein
ENOG410ZIDH	S	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity (By similarity)
ENOG410ZIDI	S	Lipase (class 3)
ENOG410ZIDJ	S	NA
ENOG410ZIDK	S	Pfam:TonB
ENOG410ZIDM	S	Protein of unknown function (DUF1330)
ENOG410ZIDN	T	PAS fold
ENOG410ZIDP	O	Hydrogenase assembly chaperone hypC hupF
ENOG410ZIDQ	S	DNA polymerase beta domain protein region
ENOG410ZIDR	S	Protein of unknown function (DUF2442)
ENOG410ZIDS	S	Protein of unknown function (DUF1648)
ENOG410ZIDT	S	NA
ENOG410ZIDU	S	NA
ENOG410ZIDV	P	NA
ENOG410ZIDW	S	Biotin carboxylase
ENOG410ZIDY	S	Beta/Gamma crystallin
ENOG410ZIDZ	N	Flagellar protein
ENOG410ZIE0	S	NA
ENOG410ZIE1	K	XRE family Transcriptional regulator
ENOG410ZIE2	S	Nitrile hydratase, alpha chain
ENOG410ZIE3	S	RDD family
ENOG410ZIE4	S	NA
ENOG410ZIE5	S	glyoxalase bleomycin resistance protein dioxygenase
ENOG410ZIE6	K	CopG Arc MetJ
ENOG410ZIE7	S	Pfam:DUF2078
ENOG410ZIE8	S	NA
ENOG410ZIE9	O	Eukaryotic mitochondrial regulator protein 
ENOG410ZIEA	S	Domain of unknown function (DUF1127)
ENOG410ZIEC	S	folliculin interacting protein
ENOG410ZIEF	S	Protein of unknown function (DUF493)
ENOG410ZIEH	S	Rieske [2Fe-2S] domain
ENOG410ZIEI	S	NA
ENOG410ZIEJ	O	DnaJ domain protein
ENOG410ZIEK	S	Pfam:CD225
ENOG410ZIEN	T	FHA domaincontaining protein
ENOG410ZIEP	S	4F5 protein family
ENOG410ZIEQ	S	NA
ENOG410ZIES	S	NA
ENOG410ZIEU	S	SHQ1 homolog (S. cerevisiae)
ENOG410ZIEW	S	Laminin EGF-like (Domains III and V)
ENOG410ZIEY	S	NA
ENOG410ZIEZ	S	Protein phosphatase inhibitor  
ENOG410ZIF1	S	NIPSNAP family containing protein
ENOG410ZIF2	S	NA
ENOG410ZIF4	S	Protein of unknown function (DUF2384)
ENOG410ZIF5	S	EamA-like transporter family
ENOG410ZIF6	P	feoA domain protein
ENOG410ZIF7	M	Glycosyl transferase, family 2
ENOG410ZIF8	T	positive regulator of sigma E
ENOG410ZIFB	S	NA
ENOG410ZIFC	S	Fibronectin type III domain
ENOG410ZIFD	S	NA
ENOG410ZIFE	S	NA
ENOG410ZIFF	S	NA
ENOG410ZIFG	S	YfaZ precursor
ENOG410ZIFH	S	NA
ENOG410ZIFI	S	SnoaL-like polyketide cyclase
ENOG410ZIFJ	T	factor. Antagonist
ENOG410ZIFK	S	stage II sporulation protein
ENOG410ZIFN	S	NA
ENOG410ZIFP	S	NA
ENOG410ZIFQ	S	carbohydrate-binding family V XII
ENOG410ZIFR	U	general secretion pathway M protein
ENOG410ZIFS	S	CHAD
ENOG410ZIFT	S	NA
ENOG410ZIFU	S	Cupin 2 Conserved Barrel Domain Protein
ENOG410ZIFV	S	NA
ENOG410ZIFW	S	Pfam:DUF156
ENOG410ZIFX	S	Nucleotidyltransferase domain
ENOG410ZIFY	S	cellulose biosynthesis protein BcsE
ENOG410ZIG0	S	Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division (By similarity)
ENOG410ZIG2	S	Virulence factor Mce family protein
ENOG410ZIG3	S	HPT
ENOG410ZIG4	S	Protein of unknown function (DUF3460)
ENOG410ZIG5	H	ThiS family
ENOG410ZIG8	S	NA
ENOG410ZIG9	S	NA
ENOG410ZIGA	S	NA
ENOG410ZIGB	S	NA
ENOG410ZIGC	S	Uncharacterized protein conserved in bacteria (DUF2059)
ENOG410ZIGD	S	NurA
ENOG410ZIGE	S	NA
ENOG410ZIGF	S	licD family
ENOG410ZIGG	K	NA
ENOG410ZIGH	S	NA
ENOG410ZIGI	L	Transposase (IS4 family protein)
ENOG410ZIGJ	S	NfeD-like C-terminal, partner-binding
ENOG410ZIGM	S	NA
ENOG410ZIGN	S	Flagellar biosynthesis protein, FliO
ENOG410ZIGQ	S	Sporulation related domain
ENOG410ZIGS	S	Jacalin
ENOG410ZIGT	U	PilZ domain
ENOG410ZIGU	S	NA
ENOG410ZIGV	S	Tetratricopeptide tpr_2 repeat protein
ENOG410ZIGW	T	molecular weight phosphotyrosine protein phosphatase
ENOG410ZIGX	U	Flp/Fap pilin component
ENOG410ZIGY	S	NA
ENOG410ZIGZ	S	OmpA family
ENOG410ZIH1	C	cytochrome C, class I
ENOG410ZIH2	P	ExbD TolR
ENOG410ZIH3	S	Protein of unknown function (DUF2949)
ENOG410ZIH4	S	NA
ENOG410ZIH7	S	Cofilin/tropomyosin-type actin-binding protein
ENOG410ZIH9	V	Eco47II restriction endonuclease
ENOG410ZIHD	S	Pfam:DUF1239
ENOG410ZIHE	S	NA
ENOG410ZIHF	S	NA
ENOG410ZIHI	S	MerC mercury resistance protein
ENOG410ZIHK	S	Hpt domain
ENOG410ZIHM	S	NA
ENOG410ZIHN	S	NA
ENOG410ZIHQ	S	NA
ENOG410ZIHR	O	heat shock protein dnaj domain protein
ENOG410ZIHV	S	NA
ENOG410ZIHW	S	Zinc-finger domain
ENOG410ZIHZ	S	NA
ENOG410ZII0	S	FtsJ-like methyltransferase
ENOG410ZII1	S	Protein of unknown function (DUF2892)
ENOG410ZII2	S	Gtra family
ENOG410ZII3	S	Lipid-transfer protein
ENOG410ZII5	S	Methyltransferase domain
ENOG410ZII6	S	NA
ENOG410ZII7	S	Protein of unknown function (DUF497)
ENOG410ZII8	S	Protein of unknown function (DUF2802)
ENOG410ZII9	S	PilZ domain
ENOG410ZIIA	H	Joins Ado-cobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin) (By similarity)
ENOG410ZIIB	S	NA
ENOG410ZIIC	S	Protein of unknown function (DUF2970)
ENOG410ZIID	L	DNA polymerase type B, organellar and viral
ENOG410ZIIE	S	NapC/NirT cytochrome c family, N-terminal region
ENOG410ZIIF	S	Putative lysophospholipase
ENOG410ZIIG	T	STAS domain
ENOG410ZIIH	S	NA
ENOG410ZIII	T	Histidine kinase
ENOG410ZIIJ	K	NA
ENOG410ZIIK	S	PDZ domain (Also known as DHR or GLGF)
ENOG410ZIIM	S	NA
ENOG410ZIIN	S	methyltransferase
ENOG410ZIIP	S	Protein of unknown function (DUF2782)
ENOG410ZIIQ	S	Lactamase_B
ENOG410ZIIR	S	Protein of unknown function (DUF2490)
ENOG410ZIIT	S	NA
ENOG410ZIIW	K	Prophage CP4-57 regulatory protein (AlpA)
ENOG410ZIIY	S	WD40
ENOG410ZIIZ	U	NA
ENOG410ZIJ2	S	Restriction endonuclease BpuJI - N terminal
ENOG410ZIJ4	S	Phosphopantetheine attachment site
ENOG410ZIJ5	S	NA
ENOG410ZIJ7	S	Hemin uptake protein hemP
ENOG410ZIJ9	S	Protein of unknown function (DUF503)
ENOG410ZIJA	S	NA
ENOG410ZIJB	S	NA
ENOG410ZIJC	S	NA
ENOG410ZIJE	S	Protein of unknown function (DUF1049)
ENOG410ZIJH	K	Phage transcriptional regulator, AlpA
ENOG410ZIJI	S	NA
ENOG410ZIJK	S	gCN5-related N-acetyltransferase
ENOG410ZIJM	S	Pfam:DUF2078
ENOG410ZIJN	S	NA
ENOG410ZIJP	S	NA
ENOG410ZIJQ	S	NA
ENOG410ZIJS	S	NA
ENOG410ZIJV	S	NA
ENOG410ZIJW	S	Plasmid stabilization system
ENOG410ZIJX	S	Protein of unknown function (DUF2283)
ENOG410ZIJY	S	NA
ENOG410ZIJZ	P	heavy metal transport detoxification protein
ENOG410ZIK0	M	Colanic acid
ENOG410ZIK1	O	Protein modifier that is covalently attached to lysine residues of substrate proteins, thereby targeting them for proteasomal degradation. The tagging system is termed pupylation (By similarity)
ENOG410ZIK4	S	NA
ENOG410ZIK5	S	NA
ENOG410ZIK7	S	Acetyltransferase (GNAT) family
ENOG410ZIK8	S	NA
ENOG410ZIKA	K	SpoVT_AbrB
ENOG410ZIKB	S	Protein of unknown function (DUF3185)
ENOG410ZIKC	S	Pfam:DUF526
ENOG410ZIKD	S	Baseplate Assembly protein V
ENOG410ZIKF	S	NA
ENOG410ZIKG	K	regulator
ENOG410ZIKH	S	Rieske [2Fe-2S] domain
ENOG410ZIKI	B	Zinc finger, ZZ type
ENOG410ZIKJ	S	NA
ENOG410ZIKN	S	fibronectin type iii
ENOG410ZIKP	S	NA
ENOG410ZIKS	S	Nucleotidyltransferase domain
ENOG410ZIKT	S	NA
ENOG410ZIKU	J	50S ribosomal protein L35
ENOG410ZIKV	S	NA
ENOG410ZIKW	S	Myb-like DNA-binding domain
ENOG410ZIKX	S	NA
ENOG410ZIKZ	S	domain protein
ENOG410ZIM0	G	Pectate lyase
ENOG410ZIM1	S	Rab5-interacting protein (Rab5ip)
ENOG410ZIM2	S	EamA-like transporter family
ENOG410ZIM3	S	NA
ENOG410ZIM5	S	NA
ENOG410ZIM6	S	Protein of unknown function (DUF1602)
ENOG410ZIM8	S	NA
ENOG410ZIM9	S	Coiled-coil domain-containing protein
ENOG410ZIMA	S	Protein of unknown function (DUF2029)
ENOG410ZIMC	S	peptidase
ENOG410ZIMD	C	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)
ENOG410ZIMF	P	Heavy-metal-associated domain
ENOG410ZIMG	S	NA
ENOG410ZIMM	S	NA
ENOG410ZIMN	S	Toxic component of a toxin-antitoxin (TA) module. A
ENOG410ZIMP	T	Carbon storage regulator
ENOG410ZIMQ	S	WalW protein
ENOG410ZIMR	S	PspC domain
ENOG410ZIMS	S	Anti-sigma-K factor rskA
ENOG410ZIMU	S	Protein of unknown function (DUF2530)
ENOG410ZIMV	U	NA
ENOG410ZIMW	S	Hypoxia induced protein conserved region
ENOG410ZIMX	S	(Alpha (1,3) fucosyltransferase
ENOG410ZIMZ	S	Phosphoribosyl transferase domain
ENOG410ZIN2	S	NA
ENOG410ZIN3	O	heat shock protein dnaj domain protein
ENOG410ZIN5	S	Protein of unknown function (DUF1467)
ENOG410ZIN6	S	Toxic component of a toxin-antitoxin (TA) module. A
ENOG410ZIN8	G	extracellular solute-binding protein family 1
ENOG410ZIN9	S	NA
ENOG410ZINA	B	zinc finger, ZZ-type containing 3
ENOG410ZINB	S	Gcn5-related n-acetyltransferase
ENOG410ZIND	K	Arginine-glutamic acid dipeptide (RE) repeats
ENOG410ZINE	S	NA
ENOG410ZINF	S	PbH1
ENOG410ZING	S	T5orf172 domain
ENOG410ZINI	S	Pfam:Transposase_5
ENOG410ZINJ	S	peptidase C2 calpain
ENOG410ZINN	C	Cytochrome c
ENOG410ZINP	S	NA
ENOG410ZINS	S	NA
ENOG410ZINT	K	SpoVT_AbrB
ENOG410ZINU	S	NA
ENOG410ZINV	S	NA
ENOG410ZINW	S	inducible periplasmic protein
ENOG410ZINX	S	early endosome antigen
ENOG410ZINY	S	Anti-sigma-factor antagonist
ENOG410ZIP1	S	septum formation initiator
ENOG410ZIP2	S	Protein of unknown function (DUF721)
ENOG410ZIP4	S	NA
ENOG410ZIP5	S	NA
ENOG410ZIP6	G	phosphocarrier protein
ENOG410ZIP7	S	NA
ENOG410ZIP8	K	Helix-turn-helix
ENOG410ZIP9	S	NA
ENOG410ZIPA	S	PKD domain protein
ENOG410ZIPB	S	Nad-dependent epimerase dehydratase
ENOG410ZIPC	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity)
ENOG410ZIPD	S	YcfA-like protein
ENOG410ZIPE	S	NA
ENOG410ZIPF	S	VWA
ENOG410ZIPG	S	NA
ENOG410ZIPJ	S	NA
ENOG410ZIPK	H	radical SAM domain protein
ENOG410ZIPM	O	dnaJ domain-containing protein
ENOG410ZIPN	S	Actin polymerization protein Bzz1
ENOG410ZIPP	S	Protein of unknown function (DUF2889)
ENOG410ZIPR	S	NA
ENOG410ZIPS	U	PilZ domain
ENOG410ZIPT	S	NA
ENOG410ZIPU	S	Two component regulator propeller domain protein
ENOG410ZIPV	S	Protein of unknown function (DUF2802)
ENOG410ZIPW	S	NA
ENOG410ZIPX	S	NA
ENOG410ZIPY	O	Tryp_SPc
ENOG410ZIPZ	S	NA
ENOG410ZIQ1	S	NA
ENOG410ZIQ2	S	NA
ENOG410ZIQ3	S	NA
ENOG410ZIQ4	S	Protein of unknown function (DUF935)
ENOG410ZIQ5	S	NA
ENOG410ZIQ7	S	O-Antigen ligase
ENOG410ZIQ8	S	Conserved repeat domain
ENOG410ZIQ9	S	NA
ENOG410ZIQA	S	Protein of unknown function (DUF2835)
ENOG410ZIQB	S	NA
ENOG410ZIQD	S	methyltransferase, type 11
ENOG410ZIQE	S	NA
ENOG410ZIQF	S	NA
ENOG410ZIQG	S	NA
ENOG410ZIQH	S	NA
ENOG410ZIQI	L	CRISPR-associated protein (Cas_Cmr5)
ENOG410ZIQQ	S	Uncharacterised protein family (UPF0150)
ENOG410ZIQS	S	UPF0109 protein
ENOG410ZIQT	S	C-type lectin domain protein
ENOG410ZIQV	S	NA
ENOG410ZIQW	S	Pfam:DUF2078
ENOG410ZIQX	S	NA
ENOG410ZIQZ	S	Protein of unknown function (DUF2892)
ENOG410ZIR0	U	Fasciclin domain
ENOG410ZIR1	S	Cyd operon protein YbgT
ENOG410ZIR2	S	NA
ENOG410ZIR4	S	NA
ENOG410ZIR5	S	TadE-like protein
ENOG410ZIR6	S	NA
ENOG410ZIR7	S	Stage II sporulation protein
ENOG410ZIR8	N	Flagellar hook-length control protein
ENOG410ZIR9	S	NA
ENOG410ZIRA	S	NA
ENOG410ZIRB	S	NA
ENOG410ZIRD	K	Transcriptional regulator
ENOG410ZIRF	T	cNMP
ENOG410ZIRH	S	Protein of unknown function DUF262
ENOG410ZIRI	S	NA
ENOG410ZIRJ	S	Protein of unknown function (DUF2752)
ENOG410ZIRK	S	Peptidase S16, lon domain protein
ENOG410ZIRM	S	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection (By similarity)
ENOG410ZIRP	S	WSC domain protein
ENOG410ZIRS	S	NA
ENOG410ZIRT	S	Pfam:PhdYeFM
ENOG410ZIRU	S	acidPPc
ENOG410ZIRY	P	heavy metal transport detoxification protein
ENOG410ZIS1	S	Sporulation related domain
ENOG410ZIS2	S	NA
ENOG410ZIS3	S	NA
ENOG410ZIS4	S	NA
ENOG410ZIS5	S	LysM
ENOG410ZIS6	S	Predicted RNA-binding protein
ENOG410ZIS7	S	Acetyltransferase (GNAT) family
ENOG410ZIS9	S	NA
ENOG410ZISA	S	MamL-1 domain
ENOG410ZISB	S	NA
ENOG410ZISD	S	NA
ENOG410ZISF	S	Phage head-tail adaptor
ENOG410ZISG	K	Transcriptional regulator
ENOG410ZISH	S	Domain of unknown function
ENOG410ZISI	S	NA
